rating,title,genres
3.5,Drinking Buddies (2013),Comedy|Drama|Romance
4.0,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
4.0,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
3.0,Life with Mikey (1993),Comedy
3.0,Citizen Ruth (1996),Comedy|Drama
4.5,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
4.0,Tommy Boy (1995),Comedy
3.0,Cast Away (2000),Drama
3.0,Four Weddings and a Funeral (1994),Comedy|Romance
2.5,"Birdcage, The (1996)",Comedy
3.0,Loser (2000),Comedy|Romance
3.0,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
4.0,Bound (1996),Crime|Drama|Romance|Thriller
5.0,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
4.0,Equilibrium (2002),Action|Sci-Fi|Thriller
3.5,Exotica (1994),Drama
3.0,Mulholland Falls (1996),Crime|Drama|Thriller
3.0,Coneheads (1993),Comedy|Sci-Fi
4.0,Murphy's Romance (1985),Comedy|Romance
4.0,GoldenEye (1995),Action|Adventure|Thriller
4.0,Addams Family Values (1993),Children|Comedy|Fantasy
5.0,Bolt (2008),Action|Adventure|Animation|Children|Comedy
3.0,Con Air (1997),Action|Adventure|Thriller
3.0,Grumpier Old Men (1995),Comedy|Romance
4.0,"Insider, The (1999)",Drama|Thriller
4.0,"Man Who Knew Too Much, The (1934)",Drama|Thriller
4.0,Dangerous Liaisons (1988),Drama|Romance
4.0,8 Mile (2002),Drama
3.5,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
3.0,"Rock, The (1996)",Action|Adventure|Thriller
3.0,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
3.5,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2.0,Elysium (2013),Action|Drama|Sci-Fi|IMAX
1.5,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
3.5,U-571 (2000),Action|Thriller|War
4.0,Manhattan Murder Mystery (1993),Comedy|Mystery
4.0,Red Rock West (1992),Thriller
4.0,"Transporter, The (2002)",Action|Crime
4.0,"Nutty Professor, The (1963)",Comedy|Sci-Fi
0.5,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
2.5,Cry-Baby (1990),Comedy|Musical|Romance
4.0,Mars Attacks! (1996),Action|Comedy|Sci-Fi
3.0,About Last Night... (1986),Comedy|Drama|Romance
3.5,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama
3.5,"Woman in White, The (1948)",Mystery|Thriller
4.5,All the President's Men (1976),Drama|Thriller
0.5,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
3.0,Exorcist II: The Heretic (1977),Horror
3.0,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller
4.0,M (1931),Crime|Film-Noir|Thriller
3.5,You Were Never Lovelier (1942),Comedy|Musical|Romance
2.5,Spectre (2015),Action|Adventure|Crime
3.5,Clue (1985),Comedy|Crime|Mystery|Thriller
3.5,Letters from Iwo Jima (2006),Drama|War
4.0,Ransom (1996),Crime|Thriller
3.5,Igby Goes Down (2002),Comedy|Drama
3.0,Six Days Seven Nights (1998),Adventure|Comedy|Romance
4.0,Murder in the First (1995),Drama|Thriller
3.5,First Kid (1996),Children|Comedy
4.0,Network (1976),Comedy|Drama
5.0,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
4.5,The Imitation Game (2014),Drama|Thriller|War
3.5,Risky Business (1983),Comedy
4.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
4.0,Nixon (1995),Drama
3.0,21 Jump Street (2012),Action|Comedy|Crime
3.5,"Bodyguard, The (1992)",Drama|Romance|Thriller
4.0,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
3.0,Swingers (1996),Comedy|Drama
1.0,"Perfect Storm, The (2000)",Drama|Thriller
2.0,Shadow of the Vampire (2000),Drama|Horror
5.0,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
4.0,Run Fatboy Run (2007),Comedy|Romance
5.0,Chef (2014),Comedy
4.5,"American Crime, An (2007)",Crime
4.0,Restoration (1995),Drama
1.0,Saving Private Ryan (1998),Action|Drama|War
4.0,Scent of a Woman (1992),Drama
3.5,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi
4.0,Free Willy (1993),Adventure|Children|Drama
3.5,"Commitments, The (1991)",Comedy|Drama|Musical
2.5,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
4.0,Shallow Hal (2001),Comedy|Fantasy|Romance
3.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
1.0,My Dog Skip (1999),Children|Drama
4.0,"Thousand Acres, A (1997)",Drama
1.5,Legion (2010),Action|Fantasy|Horror|Thriller
4.5,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
2.0,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
3.0,"Favor, The (1994)",Comedy|Romance
3.0,Fury (2014),Action|Drama|War
4.0,"Last Picture Show, The (1971)",Drama
0.5,It's a Wonderful Life (1946),Drama|Fantasy|Romance
4.0,American Pie 2 (2001),Comedy
5.0,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
3.0,Super Size Me (2004),Comedy|Documentary|Drama
5.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
4.5,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
4.0,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
3.0,"Civil Action, A (1998)",Drama
4.0,"Mask of Zorro, The (1998)",Action|Comedy|Romance
3.0,Flashdance (1983),Drama|Romance
2.0,Bride of the Wind (2001),Drama|Musical|Romance
2.0,Iron Man (2008),Action|Adventure|Sci-Fi
3.5,Boyz N the Hood (1991),Crime|Drama
4.0,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
4.0,"Ideal Husband, An (1999)",Comedy|Romance
1.5,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
4.5,"Change-Up, The (2011)",Comedy
3.5,Monster-in-Law (2005),Comedy|Romance
4.0,Ned Rifle (2014),Drama
5.0,Amistad (1997),Drama|Mystery
1.5,MacGruber (2010),Action|Comedy
2.0,Brewster's Millions (1985),Comedy
2.5,Fantasia (1940),Animation|Children|Fantasy|Musical
3.5,Alice in Wonderland (1933),Adventure|Children|Fantasy
5.0,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance
2.0,Grand Illusion (La grande illusion) (1937),Drama|War
5.0,"Man Without a Face, The (1993)",Drama
5.0,Tomorrow Never Dies (1997),Action|Adventure|Thriller
3.5,"Chorus, The (Choristes, Les) (2004)",Drama
0.5,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
3.0,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",Drama
4.0,"Bedroom Window, The (1987)",Thriller
3.5,Singin' in the Rain (1952),Comedy|Musical|Romance
5.0,"Thin Line Between Love and Hate, A (1996)",Comedy
3.0,"Time to Kill, A (1996)",Drama|Thriller
4.0,Bad Day at Black Rock (1955),Drama|Thriller|Western
0.5,Anger Management (2003),Comedy
1.5,Big Daddy (1999),Comedy
2.5,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
3.0,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
3.0,"Mighty Heart, A (2007)",Drama|Thriller
3.5,Juno (2007),Comedy|Drama|Romance
3.0,Angels and Insects (1995),Drama|Romance
5.0,Crash (2004),Crime|Drama
4.0,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
3.0,After the Wedding (Efter brylluppet) (2006),Drama
4.0,Flying Tigers (1942),Action|Drama|Romance|War
1.0,Journey to the Center of the Earth (2008),Action|Adventure|Sci-Fi
4.0,Remember the Titans (2000),Drama
4.0,"Pianist, The (2002)",Drama|War
4.0,Fierce Creatures (1997),Comedy
3.5,Ong-Bak 2: The Beginning (Ong Bak 2) (2008),Action
4.0,"40-Year-Old Virgin, The (2005)",Comedy|Romance
4.0,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller
5.0,Patton (1970),Drama|War
4.0,"Duellists, The (1977)",Action|War
3.5,Biloxi Blues (1988),Comedy|Drama
3.5,"Last House on the Left, The (2009)",Drama|Horror|Thriller
2.0,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
1.0,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3.0,In Search of a Midnight Kiss (2007),Comedy|Romance
3.0,"Governess, The (1998)",Drama|Romance
4.0,Love & Human Remains (1993),Comedy|Drama
4.0,Jaws 2 (1978),Horror|Thriller
1.5,Chain Reaction (1996),Action|Adventure|Thriller
2.0,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
3.5,Sense and Sensibility (1995),Drama|Romance
4.0,Better Off Dead... (1985),Comedy|Romance
5.0,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
5.0,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
2.5,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
4.5,Adaptation (2002),Comedy|Drama|Romance
4.0,Kundun (1997),Drama
3.5,G.I. Jane (1997),Action|Drama
3.0,Uncle Buck (1989),Comedy
4.0,"Triumph of Love, The (2001)",Comedy
5.0,Just Cause (1995),Mystery|Thriller
3.0,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
2.5,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
3.5,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
3.0,American Beauty (1999),Drama|Romance
1.0,Richie Rich (1994),Children|Comedy
3.5,"Walk in the Clouds, A (1995)",Drama|Romance
4.5,Tin Man (2007),Adventure|Fantasy|Sci-Fi
4.0,Citizen Kane (1941),Drama|Mystery
4.0,Baraka (1992),Documentary
5.0,"Dictator, The (2012)",Comedy
5.0,"Elephant Man, The (1980)",Drama
4.5,"Day of the Jackal, The (1973)",Crime|Thriller
4.0,Deliverance (1972),Adventure|Drama|Thriller
3.5,Red (2010),Action|Comedy
5.0,She's the Man (2006),Comedy|Romance
2.0,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
4.0,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
4.0,Ice Age (2002),Adventure|Animation|Children|Comedy
2.0,I Could Never Be Your Woman (2007),Comedy|Romance
4.0,Batman: Mask of the Phantasm (1993),Animation|Children
2.5,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
3.0,10 Items or Less (2006),Comedy|Drama|Romance
5.0,Gentleman's Agreement (1947),Drama
5.0,Underworld: Evolution (2006),Action|Fantasy|Horror
3.0,Everyone Says I Love You (1996),Comedy|Musical|Romance
2.5,Smokey and the Bandit II (1980),Action|Comedy
5.0,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
4.0,Babette's Feast (Babettes gæstebud) (1987),Drama
4.0,Hud (1963),Drama|Western
3.0,"Affair to Remember, An (1957)",Drama|Romance
2.5,"Long Way Down, A (2014)",Comedy|Drama
3.0,Lost in Space (1998),Action|Adventure|Sci-Fi
5.0,Fido (2006),Comedy|Horror|Thriller
3.0,"Peacemaker, The (1997)",Action|Thriller|War
3.5,My Man Godfrey (1936),Comedy|Romance
2.5,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
3.5,"Letter, The (1940)",Drama|Film-Noir
1.0,Shark Tale (2004),Animation|Children|Comedy
5.0,Six Degrees of Separation (1993),Drama
4.5,Stripes (1981),Comedy|War
3.5,Fletch (1985),Comedy|Crime|Mystery
3.0,Superman (1978),Action|Adventure|Sci-Fi
4.0,Monkey Shines (1988),Horror|Sci-Fi
2.0,"Haunting, The (1963)",Horror|Thriller
3.0,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
5.0,"Mariachi, El (1992)",Action|Crime|Thriller|Western
2.0,Glorious 39 (2009),Drama|Romance|Thriller|War
4.0,"Joy Luck Club, The (1993)",Drama|Romance
4.5,Looper (2012),Action|Crime|Sci-Fi
2.0,Ed (1996),Comedy
4.0,Run Lola Run (Lola rennt) (1998),Action|Crime
1.5,"Paperboy, The (2012)",Thriller
4.5,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller
4.5,Get Him to the Greek (2010),Comedy
2.5,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
4.5,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
1.0,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
4.0,In Bruges (2008),Comedy|Crime|Drama|Thriller
3.0,Dark Shadows (2012),Comedy|Horror|IMAX
3.0,"Paper, The (1994)",Comedy|Drama
4.0,"Fountain, The (2006)",Drama|Fantasy|Romance
3.5,"Arrival, The (1996)",Action|Sci-Fi|Thriller
3.0,Death Wish 3 (1985),Action|Drama
4.5,Excalibur (1981),Adventure|Fantasy
4.0,Come and See (Idi i smotri) (1985),Drama|War
3.0,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
2.5,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
3.0,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
3.5,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
4.0,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi
4.0,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller
4.0,Moulin Rouge (2001),Drama|Musical|Romance
4.0,Proof (2005),Drama
2.0,Born Yesterday (1993),Comedy|Romance
2.0,"Aristocats, The (1970)",Animation|Children
2.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
4.0,"People vs. Larry Flynt, The (1996)",Comedy|Drama
3.0,Roman Holiday (1953),Comedy|Drama|Romance
4.0,Don Juan DeMarco (1995),Comedy|Drama|Romance
3.0,Down and Out in Beverly Hills (1986),Comedy
2.0,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
2.5,"Hidden, The (1987)",Action|Horror|Sci-Fi
4.0,It Could Happen to You (1994),Comedy|Drama|Romance
2.0,Lost in Translation (2003),Comedy|Drama|Romance
3.5,Alexander the Great (1956),Drama
3.0,7 Boxes (2012),Thriller
3.5,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War
3.0,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
2.5,Shattered Glass (2003),Crime|Drama
2.0,Ed Wood (1994),Comedy|Drama
1.5,Funny Games (1997),Drama|Horror|Thriller
2.5,National Velvet (1944),Children|Drama
3.0,From Russia with Love (1963),Action|Adventure|Thriller
4.0,Panic Room (2002),Thriller
4.5,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
3.5,"Girl, Interrupted (1999)",Drama
5.0,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4.0,Striking Distance (1993),Action|Crime
5.0,Gosford Park (2001),Comedy|Drama|Mystery
1.5,Gigli (2003),Comedy|Crime|Romance
2.0,Fantastic Voyage (1966),Adventure|Sci-Fi
3.0,Gregory's Girl (1981),Comedy|Romance
1.5,This Christmas (2007),Comedy|Drama|Romance
3.0,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
3.0,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
2.5,"Godson, The (1998)",Comedy|Crime
5.0,My Cousin Vinny (1992),Comedy
2.0,"Rainmaker, The (1997)",Drama
2.5,Impact (1949),Crime|Drama
4.0,Bambi (1942),Animation|Children|Drama
4.5,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
5.0,Touch of Evil (1958),Crime|Film-Noir|Thriller
3.0,What's Love Got to Do with It? (1993),Drama|Musical
3.0,American Reunion (American Pie 4) (2012),Comedy
2.0,"Osterman Weekend, The (1983)",Action|Thriller
3.0,Friends with Benefits (2011),Comedy|Romance
3.0,Sabrina (1995),Comedy|Romance
3.0,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX
3.0,"Wild Geese, The (1978)",Action|Adventure|Drama|War
2.0,Paycheck (2003),Action|Sci-Fi|Thriller
2.5,Dobermann (1997),Action|Crime
4.5,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
3.0,Water for Elephants (2011),Drama|Romance
3.5,"Tomorrow, When the War Began (2010)",Action|Adventure|Drama
5.0,Waiting for Guffman (1996),Comedy
4.0,"Dark Crystal, The (1982)",Adventure|Fantasy
3.0,Felicia's Journey (1999),Thriller
5.0,"Great Escape, The (1963)",Action|Adventure|Drama|War
4.0,Phantom of the Opera (1943),Horror|Musical|Thriller
4.0,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
3.0,If Lucy Fell (1996),Comedy|Romance
4.0,House on Haunted Hill (1999),Horror|Thriller
5.0,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
2.5,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller
2.5,The Sorcerers (1967),Horror
4.0,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
3.0,Undercover Brother (2002),Comedy
3.0,Frequency (2000),Drama|Thriller
4.0,Wag the Dog (1997),Comedy
4.0,Slumdog Millionaire (2008),Crime|Drama|Romance
4.0,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2.0,Bio-Dome (1996),Comedy
4.0,8MM (1999),Drama|Mystery|Thriller
5.0,Bringing Up Baby (1938),Comedy|Romance
3.0,Exit Wounds (2001),Action|Thriller
5.0,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
3.5,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi
3.5,Babel (2006),Drama|Thriller
3.0,Pork Chop Hill (1959),War
2.0,"Perfect Murder, A (1998)",Thriller
4.0,Magnum Force (1973),Action|Crime|Drama|Thriller
4.0,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
4.0,Above the Rim (1994),Crime|Drama
3.0,Heavy (1995),Drama|Romance
3.0,Licence to Kill (1989),Action|Adventure|Thriller
2.0,Dr. Dolittle (1998),Comedy
3.0,Eddie and the Cruisers (1983),Drama|Musical|Mystery
3.5,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
3.0,O (2001),Drama
4.5,White Heat (1949),Crime|Drama|Film-Noir
4.0,"Shining, The (1980)",Horror
2.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
3.0,Cookie's Fortune (1999),Comedy|Drama
4.0,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
2.5,Play Misty for Me (1971),Drama|Thriller
5.0,Stand by Me (1986),Adventure|Drama
4.0,Batman Begins (2005),Action|Crime|IMAX
4.5,Repulsion (1965),Drama|Horror
5.0,"Way of the Gun, The (2000)",Crime|Thriller
3.5,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
4.5,Crumb (1994),Documentary
1.0,"Knight's Tale, A (2001)",Action|Comedy|Romance
5.0,Iron Eagle II (1988),Action|War
3.0,Ringu (Ring) (1998),Horror|Mystery|Thriller
4.0,Underneath (1995),Mystery|Thriller
4.0,Evita (1996),Drama|Musical
4.0,Last Orders (2001),Drama
4.0,Fallen (1998),Crime|Drama|Fantasy|Thriller
4.0,Temptress Moon (Feng Yue) (1996),Romance
4.0,Seconds (1966),Mystery|Sci-Fi|Thriller
4.0,Pumping Iron (1977),Documentary
4.0,Little Shop of Horrors (1986),Comedy|Horror|Musical
5.0,Patriot Games (1992),Action|Crime|Drama|Thriller
4.0,"Friends of Eddie Coyle, The (1973)",Crime|Drama|Thriller
3.0,JFK (1991),Drama|Mystery|Thriller
4.0,The Drop (2014),Crime|Drama|Thriller
4.5,Fahrenheit 9/11 (2004),Documentary
3.0,Recess: School's Out (2001),Animation|Children
4.5,"Cider House Rules, The (1999)",Drama
1.0,Bubble Boy (2001),Comedy
3.0,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
4.0,Serpico (1973),Crime|Drama
3.5,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
3.5,Compliance (2012),Drama|Thriller
4.0,Skyfall (2012),Action|Adventure|Thriller|IMAX
4.0,Sideways (2004),Comedy|Drama|Romance
3.0,Croupier (1998),Crime|Drama
4.5,Little Miss Sunshine (2006),Adventure|Comedy|Drama
5.0,No Man's Land (2001),Drama|War
2.5,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
3.5,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3.5,Jesse Stone: No Remorse (2010),Crime|Mystery
4.0,The Missouri Breaks (1976),Drama|Western
3.0,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
4.0,Ferris Bueller's Day Off (1986),Comedy
2.0,King Kong (1933),Action|Adventure|Fantasy|Horror
1.0,Wyatt Earp (1994),Western
4.0,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
3.5,"Big Hit, The (1998)",Action|Comedy|Crime
